,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Verified Standard ID - City/Town ID,Property Name,Address 1,City,County,State/Province,Postal Code,Year Built,Applicability,Applicability Details,Property Type ,Property GFA - Calculated (Buildings) (ft²),Estimated GFA (ft²),Latitude,Longitude
100191,3860 Calle Fortunada,3860 Calle Fortunada,San Diego,San Diego,CA,92123-4800,1983,Subject to Ordinance,,R&D,60711,60711,32.81198,-117.12281
100471,11099 N Torrey Pines Rd,11099 N Torrey Pines Rd,La Jolla,San Diego,CA,92037-1029,1986/2009,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,R&D,92479,92479,32.90875,-117.23969
100473,11119 North Torrey Pines Rd,11119 North Torrey Pines Rd,La Jolla,San Diego,CA,92037-1009,1989,Subject to Ordinance,,Laboratory,72506,72506,32.90798,-117.24288
102076,SDGE Exchange Torrey Reserves - 3390 Carmel Mountain Rd,3390 Carmel Mountain Rd,San Diego,San Diego,CA,92121,2000,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,40505,,32.91794,-117.23647
102580,The Reserve [3390],3390 Carmel Mountain Rd.,San Diego,San Diego,CA ,92121,2000,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Laboratory,42092,42092,,
100196,"Caster Storage, L.P. - 3911 Pacific Hwy, San Diego, CA 92110",3911 Pacific Hwy,San Diego,San Diego,CA,92110,1980,Subject to Ordinance,,Manufacturing/Industrial Plant,99999,54491,32.74239,-117.1876
100197,3912 Calle Fortunada,3912 Calle Fortunada,San Diego,San Diego,CA,92123-1827,1980,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Manufacturing/ Industrial/ Lab,57553,57553,32.81288,-117.12435
100198,3939 Market St,3939 Market St,San Diego,San Diego,CA,92102-4511,1961/1979,Subject to Ordinance,,Manufacturing,51262,51262,32.71127,-117.10994
100199,Hilton Garden Inn,3939 ocean bluff ave,san diego,San Diego,CA,92130,2008,Subject to Ordinance,,Hotel,63206,57119,32.91718,-117.22886
100200,FAMILY HEALTH CENTERS OF SAN DIEGO,3959-3979 Lockridge St,San Diego,San Diego,CA,92102-4507,1978,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Manufacturing/ Industrial/ Lab,50664,50664,32.70954,-117.10919
100201,3970 Sherman St,3970 Sherman St,San Diego,San Diego,CA,92110-4324,1983/2012,Subject to Ordinance,,Office,62701,62701,32.75807,-117.20659
100202,3985 Sorrento Valley Blvd.,3985 Sorrento Valley Blvd.,San Diego,San Diego,CA,92121-1421,1976,Subject to Ordinance,,Office,60545,55562,32.90259,-117.21934
100203,HPC Gaslamp Square,450 Fifth Ave,San Diego,San Diego,CA,92101,2004,Subject to Ordinance,,Strip Mall,54848,54773,32.70969,-117.16038
100204,Lockridge,4007 Lockridge St,San Diego,San Diego,CA,92102-4509,1981,Subject to Ordinance,,Office,50740,50740,32.7097,-117.10829
100205,4041-4049 Harney St,4041-4049 Harney St,San Diego,San Diego,CA,92110-2866,1987,Subject to Ordinance,,Hotel,53704,53704,32.75319,-117.19416
100206,Jacob Healthcare Center,4075 54th St,San Diego,San Diego,CA,92105-2301,1949,Subject to Ordinance,,Senior Care Community,59476,59093,32.75035,-117.07746
100779,Village at Mira Mesa - Building 2,8140 Mira Mesa Blvd,San Diego,San Diego,CA,92126,2000,Subject to Ordinance,,Retail Store,113682,70685,32.9145,-117.14832
100209,BMR-Sorrento Valley Blvd LP 4215,4215 Sorrento Valley Blvd,San Diego,San Diego,CA,92121,1982,Subject to Ordinance,,Other,56053,56230,32.90439,-117.21415
100210,4250 Pacific Hwy,4250 Pacific Hwy,San Diego,San Diego,CA,92110-3216,1972/2020,Subject to Ordinance,,Office,75400,62000,32.74606,-117.19675
100211,4255 Ruffin Rd,4255 Ruffin Rd,San Diego,San Diego,CA,92123-1821,1974,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Manufacturing/ Industrial/ Lab,54400,54400,32.81894,-117.12517
100811,Rio Vista Tower III,9095 Rio San Diego Dr,San Diego,San Diego,CA,92108,2005,Subject to Ordinance,,Medical Office,81236,81799,32.77517,-117.13581
100213,4300 El Cajon Blvd,4300 El Cajon Blvd,San Diego,San Diego,CA,92105-1212,2015,Subject to Ordinance,,Health Club,53000,53000,32.75628,-117.1015
100886,10243 Genetic Center Dr,10243 Genetic Center Dr,San Diego,San Diego,CA,92121,2001,Subject to Ordinance,,Medical Office,102875,102875,32.90636,-117.18057
100216,4343 Ocean View Blvd,4343 Ocean View Blvd,San Diego,San Diego,CA,92113,,Subject to Ordinance,,K-12 School,53000,53000,32.69911,-117.10139
100217,Peterson Office Building,4355 Ruffin Rd,San Diego,San Diego,CA,92123-4306,1982,Subject to Ordinance,,Office,61528,61528,32.82039,-117.12639
100218,4370 Alvarado Canyon Rd,4370 Alvarado Canyon Rd,San Diego,San Diego,CA,92120-4301,2019,Subject to Ordinance,,Multifamily Residence ,58416,58416,32.78037,-117.09964
100220,The Convoy,4428-4444 Convoy St,San Diego,San Diego,CA,92111-3761,1973,Subject to Ordinance,,Office,51693,51449,32.82033,-117.1558
100221,445 Camino Del Rio S,445 Camino Del Rio S,San Diego,San Diego,CA,92108-3502,2016,Subject to Ordinance,,Hotel,50000,50000,32.76233,-117.15959
100222,4518 54th St,4518 54th St,San Diego,San Diego,CA,92115-3527,2006,Subject to Ordinance,,Assisted Living,63654,63654,32.75961,-117.07981
100223,San Diego Gaslamp CA CY,453 6th Ave,San Diego,San Diego,CA,92101,1980,Subject to Ordinance,,Hotel,60000,60000,32.70993,-117.15893
100224,Square One Office Plaza,4542 Ruffner St-Bldg 6,San Diego,San Diego,CA,92111,1983/2004,Subject to Ordinance,,Office,55690,55690,32.8231,-117.15768
100225,BMR-Axiom LP - 4545 Towne Centre,4545 Towne Centre Ct,San Diego,San Diego,CA,92121,1998,Subject to Ordinance,,Laboratory,62472,62472,32.88327,-117.21166
100226,4610 De Soto St,4610 De Soto St,San Diego,San Diego,CA,92109-3815,1984/2010,Subject to Ordinance,,Hotel,58628,58628,32.80726,-117.21805
100227,Clairemont Town Square,4615-5065 Clairemont Dr,San Diego,San Diego,CA,92117-2702,1954,Subject to Ordinance,,Strip Mall,515004,54592,32.828,-117.20584
100228,4650 Overland Ave,4650 Overland Ave,San Diego,San Diego,CA,92123,2006,Subject to Ordinance,,Light Manufacturing,55850,55850,32.82445,-117.13287
100229,"Caster Family Trust - 4680 Alvarado Canyon Rd, San Diego, CA 92120",4680 Alvarado Canyon Rd,San Diego,San Diego,CA,92120,1999,Subject to Ordinance,,Non-Refrigerated Warehouse,99775,59742,32.78159,-117.09359
100230,4755 Eastgate,4755 Eastgate Mall,San Diego,San Diego,CA,92121,2001,Subject to Ordinance,,Office,63412,63412,32.87922,-117.20475
100231,4760-4796 Clairemont Mesa Blvd,4760-4796 Clairemont Mesa Blvd,San Diego,San Diego,CA,92117-2066,1993/2011,Subject to Ordinance,,Retail/Office,59682,59682,32.83469,-117.18876
100232,4770 Eastgate,4770 Eastgate Mall,San Diego,San Diego,CA,92121,1999,Subject to Ordinance,,Office,60900,60900,32.88137,-117.2052
100233,4790 Eastgate,4790 Eastgate Mall,San Diego,San Diego,CA,92121,1999,Subject to Ordinance,,Office,60900,60900,32.88143,-117.20414
100234,4796 Executive Dr,4796 Executive Dr,San Diego,San Diego,CA,92121-3090,2015,Subject to Ordinance,,Laboratory,61755,61755,32.87747,-117.20272
100235,4802 Mission Blvd,4802 Mission Blvd,San Diego,San Diego,CA,92109-2546,1975,Subject to Ordinance,,Hotel,56908,56908,32.80126,-117.2577
100236,4820 Eastgate,4820 Eastgate Mall,San Diego,San Diego,CA,92121,2000,Subject to Ordinance,,Office,60000,63532,32.88288,-117.20646
100237,Spectrum Tech Center,"4820 Overland Ave, Bldg I",San Diego,San Diego,CA,92123-1235,2003,Subject to Ordinance,,Office,60335,60335,32.82713,-117.13221
100238,4840 Eastgate,4840 Eastgate Mall,San Diego,San Diego,CA,92121,2006,Subject to Ordinance,,Office,60000,62816,32.88321,-117.20469
100239,4850 Eastgate (Eastgate Summit),4850 Eastgate Mall,San Diego,San Diego,CA,92121,2017,Subject to Ordinance,,Office,62805,63129,32.88082,-117.20363
100240,4860 Ruffin Rd,4860 Ruffin Rd,San Diego,San Diego,CA,92123,2005,Subject to Ordinance,,Other,50030,50030,32.82703,-117.12777
100241,4875 Eastgate,4875 Eastgate Mall,San Diego,San Diego,CA,92121,2001,Subject to Ordinance,,Office,63412,63412,32.87948,-117.20226
100242,4909 Murphy Canyon Rd,4909 Murphy Canyon Rd,San Diego,San Diego,CA,92123-4349,1987,Subject to Ordinance,,Office,61630,61630,32.82883,-117.11923
100243,4910 Directors Pl,4910 Directors Place,San Diego,San Diego,CA,92121,2009,Subject to Ordinance,,Office,52500,50925,32.8946,-117.21199
100244,4911-4971 Clairemont Dr,4911-4971 Clairemont Dr,San Diego,San Diego,CA,92117,1954,Subject to Ordinance,,Strip Mall,56809,56809,32.83222,-117.2041
100245,4921 Directors Pl,4921 Directors Pl,San Diego,San Diego,CA,92121,2007,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,R&D,55500,55500,32.89412,-117.2104
100246,4939 Directors Pl,4939 Directors Pl,San Diego,San Diego,CA,92121-3829,2002/2017,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,R&D,61207,61207,32.89378,-117.20877
100247,Greencraig: Greencraig,4949 Greencraig Ln,San Diego,San Diego,CA,92123-1675,1980,Subject to Ordinance,,Other,88006,58935,32.82678,-117.12432
100248,Genesis Plaza,4995 Murphy Canyon Rd,San Diego,San Diego,CA,92123-4364,1988,Subject to Ordinance,,Office,57685,57685,32.82975,-117.11942
100249,Gateway at Kearny Mesa-Food 4 Less,4995 Shawline St,San Diego,San Diego,CA,92111,1995,Subject to Ordinance,,Supermarket/Grocery Store,54875,54945,32.83114,-117.16309
100250,BW Yacht Harbor Hotel,5005 N Harbor Dr,San Diego,San Diego,CA,92106,1973,Subject to Ordinance,,Hotel,59228,54348,32.72602,-117.22526
100530,15333 Avenue of Science,15333 Avenue of Science,San Diego,San Diego,CA,92128,2006,Subject to Ordinance,,Office,75099,78880,32.99385,-117.08006
100252,5060 Shoreham Pl,5060 Shoreham Pl,San Diego,San Diego,CA,92122-5903,1989/2019,Subject to Ordinance,,Office,53469,53469,32.85178,-117.1859
100253,5090 Kearny Mesa Rd,5090 Kearny Mesa Rd,San Diego,San Diego,CA,92111-2101,2003,Subject to Ordinance,,Auto Dealership,64004,64004,32.82847,-117.14437
100254,5105 Overland Ave,5105 Overland Ave,San Diego,San Diego,CA,92123-1238,2005,Subject to Ordinance,,Fitness Center/Health Club/Gym,51447,56936,32.82992,-117.12993
100255,Mission Hills Plaza (ARA),515 W Washington St,San Diego,San Diego,CA,92103,1976/ 2012,Subject to Ordinance,,Strip Mall,63992,57000,32.74965,-117.168
100256,Balboa Genesee Corners,5252 Balboa Ave STE  1002,San Diego,San Diego,CA,92117-6906,1970,Subject to Ordinance,,Office,52529,55559,32.8194,-117.18318
100257,CA2431 - VIEWRIDGE CtII,5271 Viewridge Ct.,San Diego,San Diego,CA,92123,2011,Subject to Ordinance,,Office,57594,56000,32.83133,-117.12172
100258,10517 Collwood Knolls,5308 Monroe Ave,San Diego,San Diego,CA,92115,1976,Subject to Ordinance,,Senior Living Community,57725,57725,32.75989,-117.08156
100259,Mission Center Office Pk,5333 Mission Center Rd,San Diego,San Diego,CA,92108-1302,1978/2005,Subject to Ordinance,,Office,64965,64965,32.77223,-117.15319
100260,5405 Morehouse Dr,5405 Morehouse Dr,San Diego,San Diego,CA,92121,1988,Subject to Ordinance,,Office,51711,51471,32.89324,-117.20094
100261,5414 Oberlin Dr,5414 Oberlin Dr,San Diego,San Diego,CA,92121-4752,1989,Subject to Ordinance,,Office,55559,55400,32.89204,-117.20115
100264,Crestwood | San Diego | MHRC & Hummingbird Healing House,5550 University Ave.,San Diego,San Diego,CA,92105,2000,Subject to Ordinance,,Other - Specialty Hospital,65699,62095,32.74964,-117.07656
100265,SFC/ Retail,"5553 Copley Dr, Rd Runner Sports",San Diego,San Diego,CA,92111-7904,1999,Subject to Ordinance,,Distribution Center,57038,57038,32.84061,-117.16493
100266,Alvarado Medical Plaza,"5555 Reservoir Dr, STE 300",San Diego,San Diego,CA,92120,1978,Subject to Ordinance,,Medical Office,55968,53398,32.77605,-117.05619
100267,5580 Morehouse Dr,5580 Morehouse Dr,San Diego,San Diego,CA,92121-1709,1990/ 2020,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,Laboratory,83374,62723,32.89708,-117.19903
102159,15253 Avenue of Science,15253 Avenue of Science- Bldg 2,San Diego,San Diego,CA,92128,2005,Not Subject to Ordinance,"GFA ≤ 50,000 sqft",Office,37437,37437,32.99303,-117.08054
100271,5675 Ruffin Rd,5675 Ruffin Rd,San Diego,San Diego,CA,92123-1424,1987,Subject to Ordinance,,Other,54980,56069,32.8375,-117.12614
100272,5704 Copley Dr,5704 Copley Dr,San Diego,San Diego,CA,92111,1997,Subject to Ordinance,,Warehouse,62368,62368,32.84,-117.16845
100100,15435 Innovation Dr,15435 Innovation Dr,San Diego,San Diego,CA,92128,2001,Subject to Ordinance,,Office,52366,51500,32.99579,-117.08211
100101,15445 Innovation Dr,15445 Innovation Dr,San Diego,San Diego,CA,92128,2001,Subject to Ordinance,,Office,51500,51400,32.99463,-117.07973
100276,5785 Oberlin Dr,5785 Oberlin Dr,San Diego,San Diego,CA,92121-3749,2000,Subject to Ordinance,,Laboratory,65878,61406,32.89294,-117.19349
100277,The YARD,5825 Oberlin Dr,San Diego,San Diego,CA,92121-3709,1985,Subject to Ordinance,,Office,60518,60518,32.89341,-117.19226
100278,Qualcomm WC,5828 Pacific Center Blvd- Bldg C,San Diego,San Diego,CA,92121,2005,Subject to Ordinance,,Office,50500,54712,32.90486,-117.19367
100279,Sterling City Science North Development (sb063),5910 Pacific Center Blvd,San Diego,San Diego,CA,92121,1985,Subject to Ordinance,,Office,51145,50882,32.90521,-117.19075
101970,Casa Mira View - Scripps 2EF,"9800 Mira Lee Way, Scripps 2EF",San Diego,San Diego,CA,92126,2015,Subject to Ordinance,,Multifamily Residence,315111,,32.92224,-117.11842
100281,57439-SANAA-Residence Inn By Marriott San Diego Sorrento Mesa/Sorrento Valley,5995 Pacific Mesa Ct,San Diego,San Diego,CA,92121,1990,Subject to Ordinance,,Hotel,98566,54648,32.90183,-117.18828
100282,University of San Diego,5998 Alcala Park,San Diego,San Diego,CA,92110,1949,Subject to Ordinance,,College/University,2487442,50000,32.77163,-117.19182
100283,Santo Rd L.P.,6050 Santo Rd,San Diego,San Diego,CA,92124,2003,Subject to Ordinance,,Office,51580,50225,32.84033,-117.09893
100284,6059 Cornerstone CtWest,6059 Cornerstone Ct W,San Diego,San Diego,CA,92121-3713,1987,Subject to Ordinance,,Office,50600,50600,32.89636,-117.19001
100285,6060 Cornerstone Ct W,6060 Cornerstone Ct W,San Diego,San Diego,CA,92121-3712,1986,Subject to Ordinance,,Office,62800,62800,32.89728,-117.18948
100286,610 Diamond St,610 Diamond St,San Diego,San Diego,CA,92109,1986,Subject to Ordinance,,Hotel,53000,53000,32.7993,-117.25768
100287,611 B St,611 B St,San Diego,San Diego,CA,92101-4306,1915,Subject to Ordinance,,Hotel,50000,50000,32.71757,-117.15899
100288,Sorrento Ridge Research Park,6138-6150 Nancy Ridge Dr,San Diego,San Diego,CA,92121-3223,1987,Subject to Ordinance,,Laboratory,56698,56698,32.88842,-117.1886
100290,Mission Corporate Center,6160 Mission Gorge Rd,San Diego,San Diego,CA,92120-3410,1972/1999,Subject to Ordinance,,Office,57729,57729,32.78677,-117.09819
100291,Gov. Executive Center I,6165 Greenwich Dr,San Diego,San Diego,CA,92122,1990,Subject to Ordinance,,Office,52392,51672,32.85399,-117.18327
101971,Casa Mira View - Scripps Mesa Developers II,"9800 Mira Lee Way, Scripps Mesa Developers II",San Diego,San Diego,CA,92126,2011,Subject to Ordinance,,Multifamily Residence,2003203,,32.92233,-117.11831
101972,Casa Mira View - Scripps 2GH,"9800 Mira Lee Way, Scripps 2GH",San Diego,San Diego,CA,92126,2011,Subject to Ordinance,,Multifamily Residence,2003203,,32.92233,-117.11831
100294,"02115- San Diego, CA",620 Dennery Rd,San Diego,San Diego,CA,92154,2006,Subject to Ordinance,,Supermarket/Grocery Store,57721,57000,32.58311,-117.03483
100295,6310 Sequence Dr,6310 Sequence Dr,San Diego,San Diego,CA,92121,2000,Subject to Ordinance,,Manufacturing/Industrial Plant,62415,62415,32.90701,-117.18604
100296,Lusk Property Owner LP,6325 Lusk Blvd,San Diego,San Diego,CA,92121-3733,1991,Subject to Ordinance,,Laboratory,50005,50005,32.90246,-117.19695
100297,Governor Park Plaza 6333,6333 Greenwich Dr,San Diego,San Diego,CA,92122,1986,Subject to Ordinance,,Office,64131,61808,32.85576,-117.18531
100298,6348 College Grove Way,6348 College Grove Way,San Diego,San Diego,CA,92115,1961,Subject to Ordinance,,Strip Mall,51910,51910,32.73801,-117.0576
100299,635 Hotel Cir S,635 Hotel Cir S,San Diego,San Diego,CA,92108-3404,2015,Subject to Ordinance,,Hotel,56170,56170,32.75985,-117.16909
100300,8268-San Diego - Miramar Rd,6360 Miramar Rd,San Diego,San Diego,CA,92121,2009,Subject to Ordinance,,Self-Storage Facility,54740,57573,32.87851,-117.17559
100301,Nancy Ridge Technology Center,6370 Nancy Ridge Dr,San Diego,San Diego,CA,92121-3212,1985,Not Subject to Ordinance,GFA > 50% lab Manufacturing Industrial,R&D,63594,63594,32.88792,-117.18058
100302,641 Camino Del Rio S,641 Camino Del Rio S,San Diego,San Diego,CA,92116,1985,Subject to Ordinance,,Hotel,77101,63000,32.76311,-117.15824
100303,6469 Flanders Dr,6469 Flanders Dr,San Diego,San Diego,CA,92121-4104,1997,Subject to Ordinance,,Commercial,61926,61926,32.90919,-117.17836
100304,6480 Weathers Pl,6480 Weathers Pl,San Diego,San Diego,CA,92121-3910,1989/2008,Subject to Ordinance,,Commercial,50405,50405,32.90581,-117.17899
100305,6608 Camino Maquiladora,6608 Camino Maquiladora,San Diego,San Diego,CA,92154-7521,2000,Subject to Ordinance,,Multifamily Residence,57100,57100,32.56713,-116.99636
100306,Alvarado Medical Plaza II,6699 Alvarado Rd,San Diego,San Diego,CA,92120,1979,Subject to Ordinance,,Medical Office,58207,53932,32.7766,-117.05467
100307,6700 Gateway Park Dr,6700 Gateway Park Dr,San Diego,San Diego,CA,92154-7533,2004,Subject to Ordinance,,Multifamily Residence,54435,54435,32.56341,-116.99422
100308,Alvarado Medical Plaza III,6719 Alvarado Rd,San Diego,San Diego,CA,92120,1991,Subject to Ordinance,,Medical Office,52366,52365,32.77612,-117.05425
100309,675 Gateway Center Dr,675 Gateway Center Dr,San Diego,San Diego,CA,92102-4531,1990,Subject to Ordinance,,Multifamily Residence,58258,58258,32.71259,-117.11352
102140,Casa Mira View Phase 3 (cs037),10915 Lee Way,San Diego,San Diego,CA,92126,2019,Subject to Ordinance,,Multifamily Residence,347755,347755,32.91918,-117.11844
100023,10325 Meanley Dr,10325 Meanley Dr,San Diego,San Diego,CA,92131,2008,Subject to Ordinance,,Financial Office,53706,53744,32.90924,-117.10348
100312,Otay West Logistics Center CA,6800 Gateway Park Dr,San Diego,San Diego,CA,92154,2005,Subject to Ordinance,,Distribution Center,61433,61433,32.56344,-116.99339
100313,6845 University Ave,6845 University Ave,San Diego,San Diego,CA,92115,,Subject to Ordinance,,Commercial,53548,53548,32.75453,-117.04989
100315,6995 Calle De Linea,6995 Calle De Linea- Bldg A,San Diego,San Diego,CA,92154-8015,1999,Subject to Ordinance,,Distribution Center,102895,53568,32.54722,-116.98885
100316,The Ratner-700-740 Park Blvd,730 13th St,San Diego,San Diego,CA,92101-6507,1971,Subject to Ordinance,,Multifamily Residence,55951,55951,32.71294,-117.1535
100024,MFCU - COASTLINE BUILDING,10343 Meanley Dr,San Diego,San Diego,CA,92131,2018,Subject to Ordinance,,Financial Office,53706,58246,32.90937,-117.10522
100318,710-740 13th St,710-740 13th St,San Diego,San Diego,CA,92101-7345,1955/2018,Subject to Ordinance,,Multifamily Residence,50000,50000,32.71297,-117.15313
100319,7303 Clairemont Mesa Blvd,7303 Clairemont Mesa Blvd,San Diego,San Diego,CA,92111-1101,1974,Subject to Ordinance,,Multifamily Residence,63771,63771,32.83159,-117.16161
100153,3013 Science Park Dr,3013 Science Park Dr,San Diego,San Diego,CA,92121-1101,2010,Subject to Ordinance,,Laboratory,63000,63539,32.90095,-117.23994
100321,7328 Trade St,7328 Trade St,San Diego,San Diego,CA,92121-3435,1982,Subject to Ordinance,,Multifamily Residence,64500,64500,32.88967,-117.16471
100322,Mission Trails Industrial Park,7345 Mission Gorge Rd,San Diego,San Diego,CA,92120,1999,Subject to Ordinance,,Manufacturing/ Industrial/ Lab,651279,62750,32.80317,-117.08523
100323,7401 Katelyn Ct,7401 Katelyn Ct-Bldg E,San Diego,San Diego,CA,92120-1200,1999,Subject to Ordinance,,Commercial,51071,51071,32.80249,-117.08446
100324,7415 Carroll Rd,7415 Carroll Rd,San Diego,San Diego,CA,92121-2354,1975,Subject to Ordinance,,Non-Refrigerated Warehouse,50475,50475,32.88527,-117.1623
100325,9622-San Diego -Mission Valley,7444 Mission Valley Rd,San Diego,San Diego,CA,92108-4406,1997,Subject to Ordinance,,Hotel,69531,52236,32.77865,-117.16164
100326,7484 Raytheon Rd,7484 Raytheon Rd,San Diego,San Diego,CA,92111-1551,1998,Subject to Ordinance,,Distribution Center,61121,62031,32.83146,-117.15753
100327,7550 Ronson Rd,7550 Ronson Rd,San Diego,San Diego,CA,92111,1998,Subject to Ordinance,,Distribution Center,51962,51400,32.82945,-117.15562
